title,pdf,arxiv,keywords,conference_day
Rethinking Dataset Distillation: Hard Truths about Soft Labels,https://openaccess.thecvf.com/content/CVPR2026/papers/Dey_Rethinking_Dataset_Distillation_Hard_Truths_about_Soft_Labels_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.18811,dataset distillation; soft labels; hard labels; coreset methods; random image baselines; knowledge distillation; compute-aware pruning; CAD-Prune; CA2D; ImageNet-1K,2026-06-05
"LIFT and PLACE: A Simple, Stable, and Effective Knowledge Distillation Framework for Lightweight Diffusion Models",https://openaccess.thecvf.com/content/CVPR2026/papers/Han_LIFT_and_PLACE_A_Simple_Stable_and_Effective_Knowledge_Distillation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.19729,knowledge distillation; lightweight diffusion models; coarse-to-fine distillation; LInear FiTting-based distillation; Piecewise Local Adaptive Coefficient Estimation; denoising process; spatially non-uniform errors; locally adaptive guidance; U-Net/DiT backbones; flow-based models,2026-06-05
EditCtrl: Disentangled Local and Global Control for Real-Time Generative Video Editing,https://openaccess.thecvf.com/content/CVPR2026/papers/Litman_EditCtrl_Disentangled_Local_and_Global_Control_for_Real-Time_Generative_Video_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.15031,generative video editing; video inpainting; local video context module; masked tokens; edit-size proportional computation; temporal global context embedder; video-wide context consistency; multi-region editing; text-prompted editing; autoregressive content propagation,2026-06-05
Masking Teacher and Reinforcing Student for Distilling Vision-Language Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Lee_Masking_Teacher_and_Reinforcing_Student_for_Distilling_Vision-Language_Models_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.22238,vision-language model distillation; compact VLMs; teacher-student learning; mask-progressive reinforcement learning; masked teacher; reinforcing student; offline reinforcement learning; knowledge transfer; accuracy reward; distillation reward,2026-06-05
DextER: Language-driven Dexterous Grasp Generation with Embodied Reasoning,https://openaccess.thecvf.com/content/CVPR2026/papers/Lee_DextER_Language-driven_Dexterous_Grasp_Generation_with_Embodied_Reasoning_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.16046,language-driven dexterous grasp generation; embodied reasoning; contact-based intermediate representation; multi-finger manipulation; hand-object interactions; embodied contact tokens; grasp tokens; hand configuration; intention alignment; steerable grasp synthesis,2026-06-05
Contact-Aware Neural Dynamics,https://openaccess.thecvf.com/content/CVPR2026/papers/Jing_Contact-Aware_Neural_Dynamics_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.12796,sim-to-real alignment; contact-aware neural dynamics; tactile contact information; robotic hands; contact-rich tasks; forward dynamics model; physics simulation; state prediction accuracy; policy performance prediction; policy refinement,2026-06-05
CASR: A Robust Cyclic Framework for Arbitrary Large-Scale Super-Resolution with Distribution Alignment and Self-Similarity Awareness,https://openaccess.thecvf.com/content/CVPR2026/papers/Guo_CASR_A_Robust_Cyclic_Framework_for_Arbitrary_Large-Scale_Super-Resolution_with_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.22159,Arbitrary-Scale Super-Resolution; cross-scale distribution shift; cyclic SR framework; in-distribution scale transitions; distribution drift; patch-wise diffusion inconsistencies; superpixel aggregation; self-similarity awareness; correlation-guided consistency; extreme magnification,2026-06-05
FlashMotion: Few-Step Controllable Video Generation with Trajectory Guidance,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_FlashMotion_Few-Step_Controllable_Video_Generation_with_Trajectory_Guidance_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.12146,trajectory-controllable video generation; trajectory guidance; few-step generation; video distillation; trajectory adapter; multi-step denoising; diffusion objectives; adversarial objectives; FlashBench; trajectory consistency,2026-06-05
Quantum-Gated Task-interaction Knowledge Distillation for Pre-trained Model-based Class-Incremental Learning,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Quantum-Gated_Task-interaction_Knowledge_Distillation_for_Pre-trained_Model-based_Class-Incremental_Learning_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.11112,class-incremental learning; pre-trained models; catastrophic forgetting; task routing parameters; multi-task subspaces; Quantum-Gated Task-interaction Knowledge Distillation; quantum gating; inter-task knowledge transfer; task embedding; knowledge distillation,2026-06-05
"See It, Say It, Sorted: An Iterative Training-Free Framework for Visually-Grounded Multimodal Reasoning in LVLMs",https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_See_It_Say_It_Sorted_An_Iterative_Training-Free_Framework_for_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.21497,large vision-language models; chain-of-thought reasoning; visual hallucination propagation; visually-grounded multimodal reasoning; training-free framework; plug-and-play inference; visual evidence pool; visual decider module; test-time supervision; hallucination reduction,2026-06-05
HERBench: A Benchmark for Multi-Evidence Integration in Video Question Answering,https://openaccess.thecvf.com/content/CVPR2026/papers/Ami_HERBench_A_Benchmark_for_Multi-Evidence_Integration_in_Video_Question_Answering_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.14870,HERBench; Video Question Answering; Video-LLMs; multi-evidence integration; Minimum Required Frame-Set; compositional tasks; evidential demand; frame selectors; retrieval deficit; fusion deficit,2026-06-05
LAMP: Language-Assisted Motion Planning for Controllable Video Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Kizil_LAMP_Language-Assisted_Motion_Planning_for_Controllable_Video_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.03619,controllable video generation; language-assisted motion planning; large language models; motion domain-specific language; 3D trajectories; dynamic object motion; camera trajectories; cinematography conventions; program synthesis; motion controllability,2026-06-05
MMBench-GUI: A Unified Hierarchical Evaluation Framework for Multi-Platform GUI Agents,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_MMBench-GUI_A_Unified_Hierarchical_Evaluation_Framework_for_Multi-Platform_GUI_Agents_CVPR_2026_paper.pdf,,GUI automation agents; visual grounding; multi-platform evaluation; hierarchical benchmark; task automation; element grounding; efficiency-quality metrics; cross-application tasks; agent reasoning; modular design,2026-06-05
DETACH : Decomposed Spatio-Temporal Alignment for Exocentric Video and Ambient Sensors with Staged Learning,https://openaccess.thecvf.com/content/CVPR2026/papers/Yoon_DETACH__Decomposed_Spatio-Temporal_Alignment_for_Exocentric_Video_and_Ambient_CVPR_2026_paper.pdf,,exocentric video; wearable sensors; action recognition; spatio-temporal alignment; cross-modal learning; ambient sensors; decomposed alignment; spatial prototypes; contrastive learning; temporal feature alignment,2026-06-05
ViStoryBench: Comprehensive Benchmark Suite for Story Visualization,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhuang_ViStoryBench_Comprehensive_Benchmark_Suite_for_Story_Visualization_CVPR_2026_paper.pdf,https://arxiv.org/abs/2505.24862,story visualization; visual storytelling; coherent image sequences; character references; narrative complexity; multi-shot scripts; character consistency; style similarity; prompt alignment; automated evaluation metrics,2026-06-05
Arcadia: Toward a Full-Lifecycle Framework for Embodied Lifelong Learning,https://openaccess.thecvf.com/content/CVPR2026/papers/Gao_Arcadia_Toward_a_Full-Lifecycle_Framework_for_Embodied_Lifelong_Learning_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.00076,embodied lifelong learning; closed-loop framework; autonomous data acquisition; generative scene reconstruction; scene augmentation; shared embodied representation; multimodal backbone; navigation and manipulation; sim-from-real evaluation; simulation-based adaptation,2026-06-05
Unified Spherical Frontend: Learning Rotation-Equivariant Representations of Spherical Images from Any Camera,https://openaccess.thecvf.com/content/CVPR2026/papers/Yu_Unified_Spherical_Frontend_Learning_Rotation-Equivariant_Representations_of_Spherical_Images_from_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.18174,Unified Spherical Frontend; rotation-equivariant representations; spherical images; wide field-of-view cameras; spherical CNNs; lens-agnostic framework; ray-direction correspondences; spatial-domain spherical convolution; distance-only convolution kernels; zero-shot lens generalization,2026-06-05
RADAR: VQ-VAE Decoder of VAR is a Good Student for Restoring Against Degradation by Acceleration,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_RADAR_VQ-VAE_Decoder_of_VAR_is_a_Good_Student_for_CVPR_2026_paper.pdf,,Visual Autoregressive Modeling; attention acceleration; semantic-cost-aware masking; token pruning; internal knowledge distillation; LoRA adaptation; image generation; decoder fine-tuning; compute budget optimization; visual fidelity preservation,2026-06-05
"Selective, Regularized, and Calibrated: Harnessing Vision Foundation Models for Cross-Domain Few-Shot Semantic Segmentation",https://openaccess.thecvf.com/content/CVPR2026/papers/Ma_Selective_Regularized_and_Calibrated_Harnessing_Vision_Foundation_Models_for_Cross-Domain_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.19340,Vision foundation models; cross-domain few-shot semantic segmentation; Hierarchical Exemplar Representation Adaptation; Hierarchical Layer Selection; Exemplar Transfer Risk; Prior-Guided Regularization; Pixelwise Adaptive Calibration; domain shifts; frozen VFM features; test-time fine-tuning,2026-06-05
LDP-Slicing: Local Differential Privacy for Images via Randomized Bit-Plane Slicing,https://openaccess.thecvf.com/content/CVPR2026/papers/Cao_LDP-Slicing_Local_Differential_Privacy_for_Images_via_Randomized_Bit-Plane_Slicing_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.03711,Local Differential Privacy; LDP-Slicing; randomized bit-plane slicing; privacy-preserving machine learning; image privacy; high-dimensional pixel space; bit-level representation; perceptual obfuscation; privacy budget allocation; pixel-level ε-LDP,2026-06-05
MERLIN: Building Low-SNR Robust Multimodal LLMs for Electromagnetic Signals,https://openaccess.thecvf.com/content/CVPR2026/papers/Shen_MERLIN_Building_Low-SNR_Robust_Multimodal_LLMs_for_Electromagnetic_Signals_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.08174,Multimodal Large Language Models; electromagnetic signals; low-SNR robustness; EM signal-to-text tasks; EM-100k dataset; EM-Bench; signal-text pairs; semantic text alignment; electromagnetic domain; MERLIN training framework,2026-06-05
Think Before You Drive: World Model-Inspired Multimodal Grounding,https://openaccess.thecvf.com/content/CVPR2026/papers/Liao_Think_Before_You_Drive_World_Model-Inspired_Multimodal_Grounding_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.03454,visual grounding; autonomous driving; world models; multimodal grounding; 3D spatial relations; scene evolution; Spatial-Aware World Model; hypergraph-guided decoder; higher-order spatial dependencies; Retrieval-Augmented Generation,2026-06-05
Align Once to Explain: Feature Alignment for Scalable B-cosification of Foundational Vision Transformers,https://openaccess.thecvf.com/content/CVPR2026/papers/Maser_Align_Once_to_Explain_Feature_Alignment_for_Scalable_B-cosification_of_CVPR_2026_paper.pdf,,vision transformers; feature alignment; interpretability; B-cos; foundational models; model interpretability; zero-shot transfer; linear probing; dense prediction; self-supervised learning,2026-06-05
PhysX-Anything: Simulation-Ready Physical 3D Assets from Single Image,https://openaccess.thecvf.com/content/CVPR2026/papers/Cao_PhysX-Anything_Simulation-Ready_Physical_3D_Assets_from_Single_Image_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.13648,simulation-ready physical 3D assets; single-image 3D generation; articulated 3D assets; VLM-based 3D generative model; explicit geometry learning; 3D geometry tokenization; physical attributes; PhysX-Mobility dataset; MuJoCo-style simulation; contact-rich robotic policy learning,2026-06-05
HoloCine: Holistic Generation of Cinematic Multi-Shot Long Video Narratives,https://openaccess.thecvf.com/content/CVPR2026/papers/Meng_HoloCine_Holistic_Generation_of_Cinematic_Multi-Shot_Long_Video_Narratives_CVPR_2026_paper.pdf,https://arxiv.org/abs/2510.20822,text-to-video models; multi-shot narratives; narrative coherence; HoloCine; Window Cross-Attention; Sparse Inter-Shot Self-Attention; minute-scale video generation; persistent character memory; cinematic techniques; automated filmmaking,2026-06-05
S$^2$-MLLM: Boosting Spatial Reasoning Capability of MLLMs for 3D Visual Grounding with Structural Guidance,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_S2-MLLM_Boosting_Spatial_Reasoning_Capability_of_MLLMs_for_3D_Visual_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.01223,3D Visual Grounding; Multi-modal Large Language Models; spatial reasoning; structural guidance; feed-forward 3D reconstruction; point cloud reconstruction; structure-enhanced module; intra-view and inter-view attention; multi-level position encoding; ScanRefer/Nr3D/Sr3D datasets,2026-06-05
Region-Adaptive Sampling for Diffusion Transformers,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_Region-Adaptive_Sampling_for_Diffusion_Transformers_CVPR_2026_paper.pdf,https://arxiv.org/abs/2502.10389,Diffusion Transformers; region-adaptive sampling; training-free sampling strategy; spatial region sampling ratios; token-based diffusion acceleration; cached noise reuse; semantic focus continuity; temporal consistency; Stable Diffusion 3; Lumina-Next-T2I,2026-06-05
Spatial-SSRL: Enhancing Spatial Understanding via Self-Supervised Reinforcement Learning,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_Spatial-SSRL_Enhancing_Spatial_Understanding_via_Self-Supervised_Reinforcement_Learning_CVPR_2026_paper.pdf,https://arxiv.org/abs/2510.27606,Spatial-SSRL; self-supervised reinforcement learning; spatial understanding; Large Vision-Language Models; reinforcement learning with verifiable rewards; RGB-D images; shuffled patch reordering; regional depth ordering; relative 3D position prediction; spatial reasoning,2026-06-05
SoliReward: Mitigating Susceptibility to Reward Hacking and Annotation Noise in Video Generation Reward Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Lian_SoliReward_Mitigating_Susceptibility_to_Reward_Hacking_and_Annotation_Noise_in_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.22170,video generation reward models; reward hacking; annotation noise; human preference alignment; single-item binary annotations; cross-prompt pairing; Hierarchical Progressive Query Attention; modified Bradley-Terry loss; win-tie preference modeling; semantic alignment,2026-06-05
Color When It Counts: Grayscale-Guided Online Triggering for Always-On Streaming Video Sensing,https://openaccess.thecvf.com/content/CVPR2026/papers/Cai_Color_When_It_Counts_Grayscale-Guided_Online_Triggering_for_Always-On_Streaming_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.22466,always-on video sensing; grayscale-guided triggering; color-on-demand capture; streaming video understanding; sparse RGB frames; windowed grayscale affinity analysis; chromatic redundancy; credit-budgeted control; dynamic token routing; edge deployment,2026-06-05
UniSpector: Towards Universal Open-set Defect Recognition via Spectral-Contrastive Visual Prompting,https://openaccess.thecvf.com/content/CVPR2026/papers/Kim_UniSpector_Towards_Universal_Open-set_Defect_Recognition_via_Spectral-Contrastive_Visual_Prompting_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.02905,open-set defect recognition; visual prompting; industrial inspection; prompt embedding collapse; Spatial-Spectral Prompt Encoder; Contrastive Prompt Encoder; semantic prompt topology; adaptive object queries; open-set defect localization; Inspect Anything benchmark,2026-06-05
Globscope: Toward a Global View of the Loss Landscape,https://openaccess.thecvf.com/content/CVPR2026/papers/Mustaq_Globscope_Toward_a_Global_View_of_the_Loss_Landscape_CVPR_2026_paper.pdf,,Loss landscape visualization; neural network optimization; low-dimensional manifold learning; autoencoder; topological data analysis; model merging; mode connectivity; solution basin analysis; permutation symmetries; re-basin approaches,2026-06-05
PaNDaS: Learnable Shape Interpolation Modeling with Localized Control,https://openaccess.thecvf.com/content/CVPR2026/papers/Besnier_PaNDaS_Learnable_Shape_Interpolation_Modeling_with_Localized_Control_CVPR_2026_paper.pdf,,3D shape deformation; non-rigid surface deformation; learnable shape interpolation; per-face feature fields; Jacobian field prediction; localized shape control; pose mixing; shape transfer; mesh deformation; shape composition,2026-06-05
Den-TP: A Density-Balanced Data Curation and Evaluation Framework for Trajectory Prediction,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_Den-TP_A_Density-Balanced_Data_Curation_and_Evaluation_Framework_for_Trajectory_CVPR_2026_paper.pdf,https://arxiv.org/abs/2409.17385,trajectory prediction; autonomous driving; density-balanced data curation; long-tail scenario density; high-density scenarios; agent count; interaction complexity; gradient-based submodular selection; density-conditioned evaluation; Argoverse datasets,2026-06-05
iSHIFT: Lightweight Slow-Fast GUI Agent with Adaptive Perception,https://openaccess.thecvf.com/content/CVPR2026/papers/Mehrotra_iSHIFT_Lightweight_Slow-Fast_GUI_Agent_with_Adaptive_Perception_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.22009,Multimodal Large Language Models; GUI agents; adaptive perception; implicit chain-of-thought; slow-fast hybrid inference; flexible tokens; visual grounding; perception control module; screen region attention; lightweight agent,2026-06-05
PG-VTON: Single-Pass Training-Free Virtual Try-On via Patch-Guided Reference Alignment,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhao_PG-VTON_Single-Pass_Training-Free_Virtual_Try-On_via_Patch-Guided_Reference_Alignment_CVPR_2026_paper.pdf,,Virtual try-on; Inpainting diffusion models; Training-free synthesis; Patch-Guided Reference Alignment; Patch-Anchored Identity Priming; Reference-Aware Attention; In-context completion; Garment transfer; Pose-consistent clothing; Single-pass generation,2026-06-05
Label-Free Cross-Task LoRA Merging with Null-Space Compression,https://openaccess.thecvf.com/content/CVPR2026/papers/Lee_Label-Free_Cross-Task_LoRA_Merging_with_Null-Space_Compression_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.26317,LoRA merging; Null-Space Compression; model merging; label-free merging; adapter geometry; low-rank adaptation; heterogeneous vision tasks; classification and regression; vision-language evaluation; image captioning,2026-06-05
An Optimal Transport-driven Approach for Cultivating Latent Space in Online Incremental Learning,https://openaccess.thecvf.com/content/CVPR2026/papers/Tran_An_Optimal_Transport-driven_Approach_for_Cultivating_Latent_Space_in_Online_CVPR_2026_paper.pdf,https://arxiv.org/abs/2211.16780,online incremental learning; distributional shifts; latent space; multimodal class data streams; online Mixture Model learning; Optimal Transport theory; MMOT-derived centroids; dynamic centroid updates; Dynamic Preservation strategy; catastrophic forgetting,2026-06-05
VisionDirector: Vision-Language Guided Closed-Loop Refinement for Generative Image Synthesis,https://openaccess.thecvf.com/content/CVPR2026/papers/Chu_VisionDirector_Vision-Language_Guided_Closed-Loop_Refinement_for_Generative_Image_Synthesis_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.19243,VisionDirector; Long Goal Bench; generative image synthesis; vision-language supervisor; long multi-goal prompts; text-to-image generation; image-to-image editing; micro-grid sampling; semantic verification; Group Relative Policy Optimization,2026-06-05
PosterOmni: Generalized Artistic Poster Creation via Task Distillation and Unified Reward Feedback,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_PosterOmni_Generalized_Artistic_Poster_Creation_via_Task_Distillation_and_Unified_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.12127,image-to-poster generation; artistic poster creation; entity-preserving editing; concept-driven creation; image-prompt control; task distillation; unified reward feedback; supervised fine-tuning; aesthetic preference alignment; PosterOmni-Bench,2026-06-05
BridgeEQA: Virtual Embodied Agents for Real Bridge Inspections,https://openaccess.thecvf.com/content/CVPR2026/papers/Varghese_BridgeEQA_Virtual_Embodied_Agents_for_Real_Bridge_Inspections_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.12676,Inspection EQA; episodic memory Embodied Question Answering; BridgeEQA; real-world bridge inspections; multi-scale reasoning; long-range spatial understanding; egocentric imagery; Image Citation Relevance; vision-language models; Embodied Memory Visual Reasoning,2026-06-05
A Unified Perspective on Adversarial Membership Manipulation in Vision Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Gao_A_Unified_Perspective_on_Adversarial_Membership_Manipulation_in_Vision_Models_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.02780,membership inference attacks; adversarial membership manipulation; vision models; privacy leakage; adversarial membership fabrication; imperceptible perturbations; gradient-norm collapse trajectory; gradient-geometry signals; robust inference framework; adversarial robustness,2026-06-05
Seeing Through Touch: Tactile-Driven Visual Localization of Material Regions,https://openaccess.thecvf.com/content/CVPR2026/papers/Kim_Seeing_Through_Touch_Tactile-Driven_Visual_Localization_of_Material_Regions_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.11579,tactile localization; visuo-tactile alignment; local correspondences; dense cross-modal feature interactions; tactile saliency maps; touch-conditioned material segmentation; in-the-wild multi-material scene images; material-diversity pairing; tactile-grounded material segmentation; contextual localization,2026-06-05
Data-Centric Meta-Learning for Robust Few-Shot Generalization,https://openaccess.thecvf.com/content/CVPR2026/papers/Lim_Data-Centric_Meta-Learning_for_Robust_Few-Shot_Generalization_CVPR_2026_paper.pdf,,Few-shot learning; Meta-learning; Cross-domain generalization; Gradient discrepancies; Data-centric learning; Visual prompts; Prior knowledge; Test-time adaptation; Task distribution alignment; Parameter-efficient adaptation,2026-06-05
MICON-Bench: Benchmarking and Enhancing Multi-Image Context Image Generation in Unified Multimodal Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_MICON-Bench_Benchmarking_and_Enhancing_Multi-Image_Context_Image_Generation_in_Unified_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.19497,MICON-Bench; multi-image context image generation; Unified Multimodal Models; cross-image composition; contextual reasoning; identity preservation; Evaluation-by-Checkpoint; semantic and visual consistency; Dynamic Attention Rebalancing; cross-image coherence,2026-06-05
Scaling4D: Pushing the Frontier of Video Novel View Synthesis through Large-Scale Monocular Videos,https://openaccess.thecvf.com/content/CVPR2026/papers/Cai_Scaling4D_Pushing_the_Frontier_of_Video_Novel_View_Synthesis_through_CVPR_2026_paper.pdf,,Video novel view synthesis; monocular video; dynamic scene rendering; correspondence-guided generation; training-inference gap; multi-view synthesis; inpainting task; synthetic data pipeline; novel viewpoint rendering; large-scale video datasets,2026-06-05
Chain of World: World Model Thinking in Latent Motion,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_Chain_of_World_World_Model_Thinking_in_Latent_Motion_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.03195,Vision-Language-Action models; embodied intelligence; world-model VLAs; latent-action VLAs; Chain-of-World VLA; latent motion representation; video VAE; temporal reasoning; autoregressive decoder; visuomotor learning,2026-06-05
MimiCAT: Mimic with Correspondence-Aware Cascade-Transformer for Category-Free 3D Pose Transfer,https://openaccess.thecvf.com/content/CVPR2026/papers/Chai_MimiCAT_Mimic_with_Correspondence-Aware_Cascade-Transformer_for_Category-Free_3D_Pose_Transfer_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.18370,category-free 3D pose transfer; correspondence-aware cascade-transformer; MimiCAT; semantic keypoint labels; soft correspondence matching; many-to-many character matching; conditional pose generation; shape-conditioned representations; diverse character morphologies; million-scale pose dataset,2026-06-05
Inferring Compositional 4D Scenes without Ever Seeing One,https://openaccess.thecvf.com/content/CVPR2026/papers/Gokmen_Inferring_Compositional_4D_Scenes_without_Ever_Seeing_One_CVPR_2026_paper.pdf,,4D scene reconstruction; compositional scene understanding; multi-object dynamic reconstruction; monocular video; spatial-temporal attention; 3D object structure; dynamic object capture; scene composition; attention mixing; video-based 3D reconstruction,2026-06-05
Multi-Crit: Benchmarking Multimodal Judges on Pluralistic Criteria-Following,https://openaccess.thecvf.com/content/CVPR2026/papers/Xiong_Multi-Crit_Benchmarking_Multimodal_Judges_on_Pluralistic_Criteria-Following_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.21662,multimodal judges; pluralistic criteria-following; criterion-level judgments; multimodal evaluation systems; Multi-Crit benchmark; multi-criterion human annotations; pluralistic adherence; criterion-switching flexibility; criterion-level preference conflicts; critic fine-tuning,2026-06-05
