title,pdf,arxiv,keywords,conference_day
CycleManip: Enabling Cycle-based Manipulation via Effective History Perception and Understanding,https://openaccess.thecvf.com/content/CVPR2026/papers/Wei_CycleManip_Enabling_Cycle-based_Manipulation_via_Effective_History_Perception_and_Understanding_CVPR_2026_paper.pdf,,cycle-based manipulation; robot manipulation; repetitive actions; expected terminal time; imitation learning; history perception; cost-aware sampling; multi-task learning; automatic evaluation; Vision-Language-Action models,2026-06-06
Wave-Former: Through-Occlusion 3D Reconstruction via Wireless Shape Completion,https://openaccess.thecvf.com/content/CVPR2026/papers/Dodds_Wave-Former_Through-Occlusion_3D_Reconstruction_via_Wireless_Shape_Completion_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.14152,through-occlusion 3D reconstruction; wireless shape completion; millimeter-wave signals; hidden object reconstruction; physics-aware shape completion; 3D geometry inference; transformer-based shape completion; entropy-guided surface selection; synthetic point clouds; real-world generalization,2026-06-06
ELVIS: Enhance Low-Light for Video Instance Segmentation in the Dark,https://openaccess.thecvf.com/content/CVPR2026/papers/Lin_ELVIS_Enhance_Low-Light_for_Video_Instance_Segmentation_in_the_Dark_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.01495,video instance segmentation; low-light videos; domain adaptation; synthetic low-light video pipeline; temporal degradations; spatial degradations; degradation profile estimation; VDP-Net; enhancement decoder head; low-light YouTube-VIS 2019,2026-06-06
End-to-End Hyper-Relational Information Extraction for Engineering Diagrams via Dynamically Tokenized Relation Transformer,https://openaccess.thecvf.com/content/CVPR2026/papers/Bai_End-to-End_Hyper-Relational_Information_Extraction_for_Engineering_Diagrams_via_Dynamically_Tokenized_CVPR_2026_paper.pdf,,engineering diagram parsing; hyper-relational information extraction; Dynamically Tokenized Relation Transformer; dynamic token reduction; structural knowledge extraction; hyper-relational knowledge graphs; piping and instrumentation diagrams; electrical diagrams; topological connection semantics; scene graph parsing,2026-06-06
SkySense-VITA: Towards Universal In-context Segmentation of Multi-modal Remote Sensing Imagery,https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_SkySense-VITA_Towards_Universal_In-context_Segmentation_of_Multi-modal_Remote_Sensing_Imagery_CVPR_2026_paper.pdf,,in-context segmentation; multi-modal remote sensing imagery; optical-SAR alignment; Synthetic Aperture Radar imagery; visual-textual fused prompts; prompt-and-prediction decoupling; VITA-Former; VITA-Decoder; Semantic Granularity Annealing; Sky-VT-300k,2026-06-06
Phrase-grounded APO for Improving Chest X-ray Report Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Mahmood_Phrase-grounded_APO_for_Improving_Chest_X-ray_Report_Generation_CVPR_2026_paper.pdf,,phrase-grounded automatic preference optimization; chest X-ray report generation; radiology report generator; factual correctness; inference-time alignment; surrogate ground truth preference data; fact-checking; LLM-prompted correction; APO loss function; phrasal grounding loss,2026-06-06
MMLandmarks: a Cross-View Instance-Level Benchmark for Geo-Spatial Understanding,https://openaccess.thecvf.com/content/CVPR2026/papers/Kristoffersen_MMLandmarks_a_Cross-View_Instance-Level_Benchmark_for_Geo-Spatial_Understanding_CVPR_2026_paper.pdf,,MMLandmarks; geo-spatial understanding; multimodal landmark dataset; cross-view instance-level benchmark; aerial images; ground-view images; landmark-level correspondence; Ground-to-Satellite retrieval; geolocalization; Text-to-GPS retrieval,2026-06-06
Flow Matching for Multimodal Distributions,https://openaccess.thecvf.com/content/CVPR2026/papers/Luo_Flow_Matching_for_Multimodal_Distributions_CVPR_2026_paper.pdf,,flow matching; multimodal distributions; union-of-manifold structures; flow-based generative models; Mixture-Modeling Flow Matching; Gaussian mixture models; mode-dependent data coupling; vision foundation models; DINOv2-B latents; unconditional image generation,2026-06-06
ParkGaussian: Surround-view 3D Gaussian Splatting for Autonomous Parking,https://openaccess.thecvf.com/content/CVPR2026/papers/Wei_ParkGaussian_Surround-view_3D_Gaussian_Splatting_for_Autonomous_Parking_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.01386,ParkGaussian; ParkRecon3D; 3D Gaussian Splatting; autonomous parking; parking scene reconstruction; surround-view fisheye cameras; parking slot detection; slot-aware reconstruction; perception consistency; GPS-denied environments,2026-06-06
Hearing the Room Through the Shape of the Drum: Modal-Guided Sound Recovery from Multi-Point Surface Vibrations,https://openaccess.thecvf.com/content/CVPR2026/papers/Bagon_Hearing_the_Room_Through_the_Shape_of_the_Drum_Modal-Guided_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.26678,optical vibration sensing; visual microphones; sound recovery; solid object vibrations; speckle-based vibrometry; multi-point surface vibrations; multi-axis vibrations; vibrational modes; physics-guided vibration formation model; resonant transfer function,2026-06-06
MorphAny3D: Unleashing the Power of Structured Latent in 3D Morphing,https://openaccess.thecvf.com/content/CVPR2026/papers/Sun_MorphAny3D_Unleashing_the_Power_of_Structured_Latent_in_3D_Morphing_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.00204,3D morphing; Structured Latent representations; training-free framework; Morphing Cross-Attention; Temporal-Fused Self-Attention; 3D generators; temporal consistency; cross-category morphing; orientation correction; 3D style transfer,2026-06-06
Push-and-Step: From RL-Based Balance Recovery to Physical Simulation of Dense Crowds,https://openaccess.thecvf.com/content/CVPR2026/papers/Jensen_Push-and-Step_From_RL-Based_Balance_Recovery_to_Physical_Simulation_of_Dense_CVPR_2026_paper.pdf,,physics-based crowd simulation; balance recovery; dense crowds; deep reinforcement learning; anthropomorphic simulation; push propagation; contact forces; hand contact stabilization; socially aware interactions; collective behavior,2026-06-06
HFR and HDR Video from Multi-Attenuated Spikes Using a Rapidly Rotating SpokeND Filter,https://openaccess.thecvf.com/content/CVPR2026/papers/Chang_HFR_and_HDR_Video_from_Multi-Attenuated_Spikes_Using_a_Rapidly_CVPR_2026_paper.pdf,,HDR video; high-frame-rate video; spike camera; multi-attenuated spikes; rotating neutral density filter; SpokeND filter; single-sensor HDR reconstruction; ReST-Net; relative gain recovery; temporal fluctuation removal,2026-06-06
FEAST: Fully Connected Expressive Attention for Spatial Transcriptomics,https://openaccess.thecvf.com/content/CVPR2026/papers/Jeong_FEAST_Fully_Connected_Expressive_Attention_for_Spatial_Transcriptomics_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.25247,Spatial Transcriptomics; spatially-resolved gene expression; whole slide images; gene expression prediction; graph neural networks; fully connected graph; negative-aware attention; excitatory and inhibitory interactions; off-grid sampling; biologically plausible attention maps,2026-06-06
InterAgent: Physics-based Multi-agent Command Execution via Diffusion on Interaction Graphs,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_InterAgent_Physics-based_Multi-agent_Command_Execution_via_Diffusion_on_Interaction_Graphs_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.07410,physics-based multi-agent humanoid control; text-driven humanoid control; autoregressive diffusion transformer; multi-stream blocks; interaction graph exteroception; joint-to-joint spatial dependencies; sparse edge-based attention; inter-agent spatial relations; multi-agent behavior generation; cross-modal interference mitigation,2026-06-06
Open-world Hand-Object Interaction Video Generation Based on Structure and Contact-aware Representation,https://openaccess.thecvf.com/content/CVPR2026/papers/Yan_Open-world_Hand-Object_Interaction_Video_Generation_Based_on_Structure_and_Contact-aware_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.01677,hand-object interaction video generation; structure and contact-aware representation; hand-object contact; hand-object occlusion; holistic structure context; interaction physics; open-world scenarios; joint-generation paradigm; share-and-specialization strategy; temporally coherent HOI videos,2026-06-06
Unifying Language-Action Understanding and Generation for Autonomous Driving,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Unifying_Language-Action_Understanding_and_Generation_for_Autonomous_Driving_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.01441,Vision-Language-Action models; autonomous driving; LinkVLA; language-action alignment; shared discrete codebook; multi-modal model; auxiliary action understanding; trajectory captioning; coarse-to-fine action generation; closed-loop driving benchmarks,2026-06-06
Tackling Model Bias via Game-theoretic Multi-agent Collaboration Framework for Hateful Meme Classification,https://openaccess.thecvf.com/content/CVPR2026/papers/Wei_Tackling_Model_Bias_via_Game-theoretic_Multi-agent_Collaboration_Framework_for_Hateful_CVPR_2026_paper.pdf,,hateful meme classification; large multimodal models; model bias; cognitive biases; game-theoretic multi-agent collaboration; cooperative equilibrium; mixed bonus scheme; cross-model agreement; efficient policy learning; training stability,2026-06-06
ProFocus: Proactive Perception and Focused Reasoning in Vision-and-Language Navigation,https://openaccess.thecvf.com/content/CVPR2026/papers/Xue_ProFocus_Proactive_Perception_and_Focused_Reasoning_in_Vision-and-Language_Navigation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.05530,Vision-and-Language Navigation; ProFocus; proactive perception; focused reasoning; ego-centric semantic maps; targeted visual queries; focus regions; Branch-Diverse Monte Carlo Tree Search; high-value waypoints; zero-shot navigation,2026-06-06
PackUV: Packed Gaussian UV Maps for 4D Volumetric Video,https://openaccess.thecvf.com/content/CVPR2026/papers/Rai_PackUV_Packed_Gaussian_UV_Maps_for_4D_Volumetric_Video_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.23040,PackUV; packed Gaussian UV maps; 4D volumetric video; 4D Gaussian representation; Gaussian Splatting; multi-scale UV atlas; PackUV-GS; flow-guided Gaussian labeling; video keyframing; PackUV-2B dataset,2026-06-06
Ego2Web: A Web Agent Benchmark Grounded in Egocentric Videos,https://openaccess.thecvf.com/content/CVPR2026/papers/Yu_Ego2Web_A_Web_Agent_Benchmark_Grounded_in_Egocentric_Videos_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.22529,egocentric video perception; web agent benchmark; multimodal AI agents; web task execution; first-person video recordings; visual understanding; web task planning; LLM-as-a-Judge evaluation; automatic data-generation pipeline; video-task pairs,2026-06-06
Unlocking Strong Supervision: A Data-Centric Study of General-Purpose Audio Pre-Training Methods,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhou_Unlocking_Strong_Supervision_A_Data-Centric_Study_of_General-Purpose_Audio_Pre-Training_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.25767,audio pre-training; unified audio representations; strong supervision; weak noisy labels; data-centric pipeline; high-fidelity captioner; SOTA-quality captions; Unified Tag System; pre-training objectives; downstream task specialization,2026-06-06
UniDAC: Universal Metric Depth Estimation for Any Camera,https://openaccess.thecvf.com/content/CVPR2026/papers/Ganesan_UniDAC_Universal_Metric_Depth_Estimation_for_Any_Camera_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.27105,monocular metric depth estimation; cross-camera generalization; fisheye cameras; 360-degree cameras; relative depth prediction; spatially varying scale estimation; Depth-Guided Scale Estimation; distortion-aware positional embedding; Equi-Rectangular Projections; RoPE-phi,2026-06-06
Beyond Scanpaths: Graph-Based Gaze Simulation in Dynamic Scenes,https://openaccess.thecvf.com/content/CVPR2026/papers/Palmer_Beyond_Scanpaths_Graph-Based_Gaze_Simulation_in_Dynamic_Scenes_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.28319,graph-based gaze simulation; dynamic driving scenes; autoregressive gaze modelling; raw gaze trajectories; gaze-centric graphs; Affinity Relation Transformer; heterogeneous graph transformer; Object Density Network; next-step gaze distributions; Focus100 dataset,2026-06-06
StreamingTOM: Streaming Token Compression for Efficient Video Understanding,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_StreamingTOM_Streaming_Token_Compression_for_Efficient_Video_Understanding_CVPR_2026_paper.pdf,https://arxiv.org/abs/2510.18269,streaming video understanding; video vision-language models; token compression; causal temporal reduction; online quantized memory; pre-LLM prefill; kv-cache compression; token saliency; 4-bit token storage; training-free methods,2026-06-06
Haptic Neural Fields: Bringing Tactile Interactions to 3D Rendered Scenes,https://openaccess.thecvf.com/content/CVPR2026/papers/Stefani_Haptic_Neural_Fields_Bringing_Tactile_Interactions_to_3D_Rendered_Scenes_CVPR_2026_paper.pdf,,haptic neural fields; tactile interactions; 3D rendered scenes; neural scene representations; haptic response generation; vibrotactile signals; simulated interactions; geometry-conditioned neural fields; interaction dynamics; touch-aware virtual environments,2026-06-06
HUMORCHAIN: Theory-Guided Multi-Stage Reasoning for Interpretable Multimodal Humor Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_HUMORCHAIN_Theory-Guided_Multi-Stage_Reasoning_for_Interpretable_Multimodal_Humor_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.21732,multimodal humor generation; HUMORCHAIN; theory-guided multi-stage reasoning; image captioning; visual semantic parsing; humor theory; psychology-based reasoning; fine-tuned humor discriminator; interpretable cognitive reasoning chain; semantic diversity,2026-06-06
Goal Force: Teaching Video Models To Accomplish Physics-Conditioned Goals,https://openaccess.thecvf.com/content/CVPR2026/papers/Gillman_Goal_Force_Teaching_Video_Models_To_Accomplish_Physics-Conditioned_Goals_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.05848,physics-conditioned goals; video generation; world models; force vectors; intermediate dynamics; synthetic causal primitives; elastic collisions; falling dominos; zero-shot generalization; implicit neural physics simulators,2026-06-06
Selectively Extracting and Injecting Visual Attributes into Text-to-Image Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Choi_Selectively_Extracting_and_Injecting_Visual_Attributes_into_Text-to-Image_Models_CVPR_2026_paper.pdf,,text-to-image models; visual attribute extraction; visual attribute injection; reference image attributes; generation pipeline; optimized text token; distilled embeddings; residual embeddings; controllable text-to-image generation; design workflows,2026-06-06
LoFA: Learning to Predict Personalized Prior for Fast Adaptation of Visual Generative Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Hao_LoFA_Learning_to_Predict_Personalized_Prior_for_Fast_Adaptation_of_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.08785,visual generative model personalization; Low-Rank Adaptation; LoRA weight prediction; hypernetwork-based adaptation; personalized priors; fast model adaptation; relative distribution patterns; fine-grained user prompts; two-stage hypernetwork; task-specific adaptation,2026-06-06
Face-Guided Sentiment Boundary Enhancement for Weakly-Supervised Temporal Sentiment Localization,https://openaccess.thecvf.com/content/CVPR2026/papers/Han_Face-Guided_Sentiment_Boundary_Enhancement_for_Weakly-Supervised_Temporal_Sentiment_Localization_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.14750,weakly-supervised temporal sentiment localization; point-level sentiment annotations; multimodal videos; sentiment boundary enhancement; facial features; Face-guided Sentiment Discovery; multimodal interaction; contrastive learning; sentiment pseudo-label generation; temporally smooth supervisory pseudo-labels,2026-06-06
SIMSPINE: A Biomechanics-Aware Simulation Framework for 3D Spine Motion Annotation and Benchmarking,https://openaccess.thecvf.com/content/CVPR2026/papers/Khan_SIMSPINE_A_Biomechanics-Aware_Simulation_Framework_for_3D_Spine_Motion_Annotation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.20792,biomechanics-aware simulation; 3D spine motion annotation; vertebra-level 3D spinal keypoints; musculoskeletal modeling; human pose datasets; vertebral kinematics; monocular 3D pose lifting; multi-view reconstruction; spine motion estimation; vision-based biomechanics,2026-06-06
Composing Concepts from Images and Videos via Concept-prompt Binding,https://openaccess.thecvf.com/content/CVPR2026/papers/Kong_Composing_Concepts_from_Images_and_Videos_via_Concept-prompt_Binding_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.09824,visual concept composition; concept-prompt binding; one-shot method; cross-attention conditioning; Diffusion Transformers; hierarchical binder structure; Diversify-and-Absorb Mechanism; absorbent token; Temporal Disentanglement Strategy; temporal modeling,2026-06-06
AlcheMinT: Fine-grained Temporal Control for Multi-Reference Consistent Video Generation,https://openaccess.thecvf.com/content/CVPR2026/papers/Girish_AlcheMinT_Fine-grained_Temporal_Control_for_Multi-Reference_Consistent_Video_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.10943,subject-driven video generation; fine-grained temporal control; multi-reference consistent video generation; large diffusion models; explicit timestamp conditioning; temporal interval positional encoding; subject identity preservation; video personalization; multi-subject generation; controllable animation,2026-06-06
Understanding the Role of Hallucination in Reinforcement Post-Training of Multimodal Reasoning Models,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Understanding_the_Role_of_Hallucination_in_Reinforcement_Post-Training_of_Multimodal_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.03179,reinforcement post-training; multimodal reasoning models; model hallucination; Hallucination-as-Cue Framework; hallucination-inductive corruptions; modality-specific corruptions; visual reasoning; RL training dynamics; multimodal reasoning benchmarks; modality-aware RL training,2026-06-06
From Sketch to Fresco: Efficient Diffusion Transformer with Progressive Resolution,https://openaccess.thecvf.com/content/CVPR2026/papers/Zheng_From_Sketch_to_Fresco_Efficient_Diffusion_Transformer_with_Progressive_Resolution_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.07462,Diffusion Transformers; dynamic resolution sampling; iterative sampling acceleration; re-noising; cross-stage consistency; progressive upsampling; latent space refinement; near-lossless acceleration; FLUX; HunyuanVideo,2026-06-06
