title,pdf,arxiv,keywords,conference_day
ElasticFormer: Detecting Objects in HRW Shots via Elastic Computing Vision Transformer,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_ElasticFormer_Detecting_Objects_in_HRW_Shots_via_Elastic_Computing_Vision_CVPR_2026_paper.pdf,,gigapixel imaging; High-Resolution Wide shots; object detection; sparse backbone; dynamic resource allocation; ElasticSelector; foreground proportion prediction; Elastic Computing Vision Transformer; WSOD; PANDA benchmark,2026-06-07
Pushing the Frontier of Audiovisual Perception with Large-Scale Multimodal Correspondence Learning,https://openaccess.thecvf.com/content/CVPR2026/papers/Vyas_Pushing_the_Frontier_of_Audiovisual_Perception_with_Large-Scale_Multimodal_Correspondence_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.19687,Perception Encoder Audiovisual; PE-AV; audiovisual perception; multimodal correspondence learning; scaled contrastive learning; cross-modal embeddings; audio-video-text alignment; audiovisual data engine; zero-shot performance; sound event detection,2026-06-07
NS-Diff: Fluid Navier-Stokes Guided Video Diffusion via Reinforcement Learning,https://openaccess.thecvf.com/content/CVPR2026/papers/Deng_NS-Diff_Fluid_Navier-Stokes_Guided_Video_Diffusion_via_Reinforcement_Learning_CVPR_2026_paper.pdf,,Video diffusion models; physics-guided generation; Navier-Stokes equations; fluid dynamics; reinforcement learning; rigid-body motion; latent injection; deformation gradients; velocity fields; policy gradients,2026-06-07
EpiAgent: An Agent-Centric System for Ancient Inscription Restoration,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhu_EpiAgent_An_Agent-Centric_System_for_Ancient_Inscription_Restoration_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.09367,ancient inscription restoration; digital heritage preservation; agent-centric system; hierarchical planning; LLM-based central planner; Observe-Conceive-Execute-Reevaluate paradigm; multimodal analysis; specialized restoration tools; iterative self-refinement; cultural heritage restoration,2026-06-07
Diffusion-Based sRGB Real Noise Generation via Prompt-Driven Noise Representation Learning,https://openaccess.thecvf.com/content/CVPR2026/papers/Ko_Diffusion-Based_sRGB_Real_Noise_Generation_via_Prompt-Driven_Noise_Representation_Learning_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.04870,sRGB image denoising; real-world noise synthesis; Prompt-Driven Noise Generation; prompt-driven noise representation learning; diffusion-based noise generation; realistic noisy image generation; camera metadata-free noise modeling; noisy-clean image pairs; high-dimensional prompt features; benchmark denoising datasets,2026-06-07
DiGraphHal-Bench: Evaluating Multimodal Large Language Models on Complex Directed Graphs,https://openaccess.thecvf.com/content/CVPR2026/papers/Fan_DiGraphHal-Bench_Evaluating_Multimodal_Large_Language_Models_on_Complex_Directed_Graphs_CVPR_2026_paper.pdf,,Multimodal Large Language Models; hallucination evaluation; directed graphs; Visual Question Answering; graph reasoning; VQA benchmark; fine-grained reasoning; graph understanding; data curation pipeline; semantic information integration,2026-06-07
MERG3R: A Divide-and-Conquer Approach to Large-Scale Neural Visual Geometry,https://openaccess.thecvf.com/content/CVPR2026/papers/Cheng_MERG3R_A_Divide-and-Conquer_Approach_to_Large-Scale_Neural_Visual_Geometry_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.02351,neural visual geometry; 3D reconstruction; transformer-based models; full attention memory limits; large unordered image collections; divide-and-conquer framework; geometric foundation models; global alignment; confidence-weighted bundle adjustment; scalable large-scale reconstruction,2026-06-07
Alert-CLIP: Abnormality-aware Latent-Enhanced Representation Tuning of CLIP for Video Anomaly Detection,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhu_Alert-CLIP_Abnormality-aware_Latent-Enhanced_Representation_Tuning_of_CLIP_for_Video_Anomaly_CVPR_2026_paper.pdf,,video anomaly detection; CLIP; vision-language models; abnormality awareness; multi-level alignment; region-text alignment; cross-modal reasoning; semantic space; weakly supervised learning; zero-shot detection,2026-06-07
Dropping Anchor and Spherical Harmonics for Sparse-view Gaussian Splatting,https://openaccess.thecvf.com/content/CVPR2026/papers/Fang_Dropping_Anchor_and_Spherical_Harmonics_for_Sparse-view_Gaussian_Splatting_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.20933,3D Gaussian Splatting; sparse-view Gaussian Splatting; DropAnSH-GS; anchor-based Dropout; neighbor compensation effect; Gaussian opacity dropout; spherical harmonic coefficients; SH truncation; overfitting regularization; model compression,2026-06-07
MICo-150K: A Comprehensive Dataset Advancing Multi-Image Composition,https://openaccess.thecvf.com/content/CVPR2026/papers/Wei_MICo-150K_A_Comprehensive_Dataset_Advancing_Multi-Image_Composition_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.07348,Multi-Image Composition; controllable image generation; MICo-150K; identity consistency; Decomposition-and-Recomposition; MICo-Bench; Weighted-Ref-VIEScore; multi-reference image synthesis; human-in-the-loop filtering; Qwen-MICo,2026-06-07
MedTVT-R1: A Multimodal LLM Empowering Medical Reasoning and Diagnosis,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_MedTVT-R1_A_Multimodal_LLM_Empowering_Medical_Reasoning_and_Diagnosis_CVPR_2026_paper.pdf,https://arxiv.org/abs/2506.18512,multimodal medical data; Multimodal Large Language Model; multi-disease diagnosis; MedTVT-QA; Chain of Evidence; modality perception layer; inter-modal dependencies; Group Relative Policy Optimization; Reinforcement Fine-Tuning; comorbidity reasoning,2026-06-07
Good Can Sometimes be Bad: A Unified Attack against 3D Point Cloud Classifier by a Flexible Isotropic Resampling,https://openaccess.thecvf.com/content/CVPR2026/papers/Fan_Good_Can_Sometimes_be_Bad_A_Unified_Attack_against_3D_CVPR_2026_paper.pdf,,3D point cloud classification; adversarial attack; backdoor attack; unified attack framework; isotropic resampling; surface approximation; attack stealthiness; deep neural networks; point position perturbation; robustness,2026-06-07
CryoHype: Reconstructing a thousand cryo-EM structures with transformer-based hypernetworks,https://openaccess.thecvf.com/content/CVPR2026/papers/Gu_CryoHype_Reconstructing_a_thousand_cryo-EM_structures_with_transformer-based_hypernetworks_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.06332,cryo-electron microscopy; cryo-EM reconstruction; transformer-based hypernetworks; implicit neural representation; compositional heterogeneity; conformational heterogeneity; high-throughput structure determination; biomolecular complexes; unlabeled cryo-EM images; fixed-pose reconstruction,2026-06-07
Measuring the (Un)Faithfulness of Concept-Based Explanations,https://openaccess.thecvf.com/content/CVPR2026/papers/Kumar_Measuring_the_UnFaithfulness_of_Concept-Based_Explanations_CVPR_2026_paper.pdf,https://arxiv.org/abs/2504.10833,concept-based explanations; faithfulness measurement; deep vision model interpretability; unsupervised CBEMs; surrogate faithfulness; linear surrogate; deletion-based faithfulness metrics; random concepts sanity check; U-CBEM benchmark; interpretability-faithfulness tradeoff,2026-06-07
Preserving Source Video Realism: High-Fidelity Face Swapping for Cinematic Quality,https://openaccess.thecvf.com/content/CVPR2026/papers/Luo_Preserving_Source_Video_Realism_High-Fidelity_Face_Swapping_for_Cinematic_Quality_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.07951,video face swapping; cinematic quality; temporal consistency; reference-guided image editing; LivingSwap; keyframe conditioning; video reference guidance; temporal stitching; identity preservation; Face2Face paired dataset,2026-06-07
BALM: A Model-Agnostic Framework for Balanced Multimodal Learning under Imbalanced Missing Rates,https://openaccess.thecvf.com/content/CVPR2026/papers/Nguyen_BALM_A_Model-Agnostic_Framework_for_Balanced_Multimodal_Learning_under_Imbalanced_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.19718,balanced multimodal learning; imbalanced missing rates; missing modalities; Feature Calibration Module; Gradient Rebalancing Module; gradient dynamics; unimodal feature recalibration; heterogeneous missing patterns; multimodal emotion recognition; model-agnostic plug-in framework,2026-06-07
PhysGM: Large Physical Gaussian Model for Feed-Forward 4D Synthesis,https://openaccess.thecvf.com/content/CVPR2026/papers/Lv_PhysGM_Large_Physical_Gaussian_Model_for_Feed-Forward_4D_Synthesis_CVPR_2026_paper.pdf,https://arxiv.org/abs/2508.13911,physics-based 3D motion synthesis; 3D Gaussian Splatting; feed-forward 4D synthesis; single-image 4D rendering; physics-aware reconstruction; physical property prediction; Direct Preference Optimization; Score Distillation Sampling; PhysAssets dataset; 4D simulation,2026-06-07
High-Fidelity Virtual Try-On beyond Paired Data Scarcity via Diffusion-based Cycle-Consistent Learning,https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_High-Fidelity_Virtual_Try-On_beyond_Paired_Data_Scarcity_via_Diffusion-based_Cycle-Consistent_CVPR_2026_paper.pdf,,Virtual try-on; Diffusion models; Cycle-consistent learning; Garment transfer; Unified Diffusion Transformer; In-the-wild images; Perceptual regularization; Garment-aware mask generation; Unpaired data training; Try-off and try-on cycles,2026-06-07
Self-guided Semantic Inspection for Zero-Shot Composed Image Retrieval,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Self-guided_Semantic_Inspection_for_Zero-Shot_Composed_Image_Retrieval_CVPR_2026_paper.pdf,,Zero-Shot Composed Image Retrieval; cross-modal discrepancy; self-supervised learning; visual-textual alignment; semantic modification; Contextual Semantic Super-patches; Phrase-guided Masking; Difference-aware Composition; difference-driven framework; vision-language models,2026-06-07
Vision-Language Attribute Disentanglement and Reinforcement for Lifelong Person Re-Identification,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_Vision-Language_Attribute_Disentanglement_and_Reinforcement_for_Lifelong_Person_Re-Identification_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.19678,lifelong person re-identification; Vision-Language Model; attribute disentanglement; cross-modal attribute alignment; inter-domain attribute alignment; fine-grained knowledge transfer; anti-forgetting; multi-grain text attributes; visual attribute extraction; person retrieval,2026-06-07
Dance Across Shifts: Forward-Facilitation Continual Test-Time Adaptation through Dynamic Style Bridging,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhu_Dance_Across_Shifts_Forward-Facilitation_Continual_Test-Time_Adaptation_through_Dynamic_Style_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.18608,Continual Test-Time Adaptation; dynamic distribution shifts; forward-facilitation paradigm; Dynamic Style Bridging; backward-alignment paradigm; generated class exemplars; generative bias mitigation; multi-level bridging mechanism; high-fidelity proxies; on-demand supervisory signals,2026-06-07
PS-SR: Pseudo-Single-Step Video Super-Resolution via Speculative Diffusion,https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_PS-SR_Pseudo-Single-Step_Video_Super-Resolution_via_Speculative_Diffusion_CVPR_2026_paper.pdf,,Video Super-Resolution; Diffusion Models; Speculative Diffusion; Single-Step Inference; Frequency-Domain Constraints; Multi-Step Generative Models; High-Frequency Detail Refinement; Asymmetric Sampling Pipeline; Real-Time Video Enhancement; Content Fidelity Preservation,2026-06-07
ARES: Unifying Asymmetric RGB-Event Stereo for Probabilistic Scene Flow Estimation,https://openaccess.thecvf.com/content/CVPR2026/papers/Lee_ARES_Unifying_Asymmetric_RGB-Event_Stereo_for_Probabilistic_Scene_Flow_Estimation_CVPR_2026_paper.pdf,,3D scene flow estimation; event camera; RGB-event stereo; optical flow; disparity estimation; multimodal fusion; transformer attention; probabilistic inference; temporal dynamics; motion blur handling,2026-06-07
SelfHVD: Self-Supervised Handheld Video Deblurring,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_SelfHVD_Self-Supervised_Handheld_Video_Deblurring_CVPR_2026_paper.pdf,https://arxiv.org/abs/2508.08605,self-supervised video deblurring; handheld video deblurring; blur domain gap; sharp clues; misalignment labels; neighboring blurry frames; Self-Enhanced Video Deblurring; paired video data; Self-Constrained Spatial Consistency Maintenance; spatial consistency maintenance,2026-06-07
RFDM: Residual Flow Diffusion Models for Video Editing,https://openaccess.thecvf.com/content/CVPR2026/papers/Salehi_RFDM_Residual_Flow_Diffusion_Models_for_Video_Editing_CVPR_2026_paper.pdf,,Video editing; Diffusion models; Residual flow; Variable-length video; Autoregressive generation; Text-guided video synthesis; Frame-by-frame editing; Temporal redundancy; Style transfer; Object removal,2026-06-07
The Power of Decaying Steps: Enhancing Attack Stability and Transferability for Sign-based Optimizers,https://openaccess.thecvf.com/content/CVPR2026/papers/Tao_The_Power_of_Decaying_Steps_Enhancing_Attack_Stability_and_Transferability_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.19096,adversarial examples; sign-based optimizers; I-FGSM; MI-FGSM; attack stability; attack transferability; coordinate-wise gradient descent; non-decaying step-size scheduling; Monotonically Decreasing Coordinate-wise Step-sizes; cross-modal retrieval,2026-06-07
Multi-Scale Gradient-Guided Unrolling Architecture with Adaptive Mamba for Compressive Sensing,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_Multi-Scale_Gradient-Guided_Unrolling_Architecture_with_Adaptive_Mamba_for_Compressive_Sensing_CVPR_2026_paper.pdf,,Compressive Sensing; deep unrolling networks; Proximal Gradient Descent; State-Space Block; Mamba; multi-scale feature extraction; gradient-guided information; image reconstruction; adaptive proximal operator; computational efficiency,2026-06-07
OmniVGGT: Omni-Modality Driven Visual Geometry Grounded Transformer,https://openaccess.thecvf.com/content/CVPR2026/papers/Peng_OmniVGGT_Omni-Modality_Driven_Visual_Geometry_Grounded_Transformer_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.10560,OmniVGGT; 3D foundation models; auxiliary geometric modalities; GeoAdapter; camera intrinsics; camera extrinsics; depth maps; stochastic multimodal fusion; multi-view depth estimation; vision-language-action models,2026-06-07
"Think, Then Verify: A Hypothesis-Verification Multi-Agent Framework for Long Video Understanding",https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Think_Then_Verify_A_Hypothesis-Verification_Multi-Agent_Framework_for_Long_Video_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.04977,long video understanding; video question answering; hypothesis verification; multi-agent framework; VideoHV-Agent; task formulation; testable hypotheses; discriminative clue; fine-grained video grounding; long-range temporal dependencies,2026-06-07
Towards Robust Sequential Decomposition for Complex Image Editing,https://openaccess.thecvf.com/content/CVPR2026/papers/Zeng_Towards_Robust_Sequential_Decomposition_for_Complex_Image_Editing_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.09233,complex image editing; sequential decomposition; visual generative models; in-context editing framework; single-turn editing; sequential editing; compounding errors; synthetic data pipeline; decomposed editing sequences; sim-to-real generalization,2026-06-07
